Jul - Jun reference period,Police Region,Police Service Area,Local Government Area,CSA Offence Division,CSA Offence Subdivision,CSA Offence Group,Offence Count,LGA ERP,Victorian ERP
2014,4 Western,Moorabool,Hepburn,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,19,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,35,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,B Property and deception offences,B40 Theft,B43 Steal from a retail store,14,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,2,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,B Property and deception offences,B40 Theft,B49 Other theft,92,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,27,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,3,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,7,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,C Drug offences,C30 Drug use and possession,C32 Drug possession,8,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,4,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,5,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,4,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,8,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,6,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,2,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,6,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,D Public order and security offences,D40 Public security offences,D43 Hacking,1,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,4,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,36,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,4,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,"14,885","5,838,110"
2014,4 Western,Moorabool,Hepburn,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,"14,885","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,35,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,24,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,54,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,26,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,100,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,5,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,5,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,10,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,7,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,11,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,3,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,2,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,5,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,17,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B10 Arson,B11 Cause damage by fire,18,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B10 Arson,B19 Other fire related offences,17,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B20 Property damage,B21 Criminal damage,219,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B20 Property damage,B22 Graffiti,13,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,11,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,130,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,64,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,94,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,161,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B40 Theft,B43 Steal from a retail store,48,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,4,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,33,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B40 Theft,B46 Fare evasion,1,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B40 Theft,B49 Other theft,263,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,19,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,52,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,B Property and deception offences,B50 Deception,B54 State false information,3,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,22,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,5,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,7,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,C Drug offences,C30 Drug use and possession,C31 Drug use,3,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,C Drug offences,C30 Drug use and possession,C32 Drug possession,45,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,27,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,33,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,18,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,15,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,3,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,10,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,3,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,3,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,8,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,3,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,78,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,3,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,29,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,6,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,3,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,"30,911","5,838,110"
2014,4 Western,Moorabool,Moorabool,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,"30,911","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,38,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,30,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",6,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,42,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,26,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,51,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,2,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,10,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,4,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,2,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,10,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,22,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B10 Arson,B11 Cause damage by fire,8,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B10 Arson,B19 Other fire related offences,4,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B20 Property damage,B21 Criminal damage,123,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B20 Property damage,B22 Graffiti,15,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,30,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,39,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,3,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,17,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,49,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B40 Theft,B43 Steal from a retail store,9,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,10,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,16,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B40 Theft,B49 Other theft,72,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,4,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,15,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,B Property and deception offences,B50 Deception,B54 State false information,3,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,3,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,C Drug offences,C30 Drug use and possession,C32 Drug possession,31,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,16,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,13,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,4,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,11,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,40,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,36,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,6,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,7,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,3,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,12,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,28,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,3,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,10,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,48,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,4,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,22,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,23,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,6,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,3,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,3,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Ararat,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,"11,139","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,33,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,32,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",6,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,46,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,38,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,42,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,2,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,4,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,3,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,5,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,10,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,20,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,5,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,12,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B10 Arson,B11 Cause damage by fire,6,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B10 Arson,B19 Other fire related offences,5,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B20 Property damage,B21 Criminal damage,111,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B20 Property damage,B22 Graffiti,6,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,5,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,25,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,8,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,8,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,24,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B43 Steal from a retail store,21,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,6,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,13,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B49 Other theft,70,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,10,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B50 Deception,B54 State false information,3,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,4,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,2,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,C Drug offences,C30 Drug use and possession,C31 Drug use,5,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,C Drug offences,C30 Drug use and possession,C32 Drug possession,62,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,24,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,18,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,23,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,31,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,8,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,4,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,2,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,12,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,17,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,6,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,8,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,42,"11,715","5,838,110"
