Jul - Jun reference period,Police Region,Police Service Area,Local Government Area,CSA Offence Division,CSA Offence Subdivision,CSA Offence Group,Offence Count,LGA ERP,Victorian ERP
2015,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,6,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,53,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,8,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,20,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,15,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B10 Arson,B11 Cause damage by fire,29,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B10 Arson,B12 Cause a bushfire,21,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B10 Arson,B19 Other fire related offences,37,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B20 Property damage,B21 Criminal damage,124,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B20 Property damage,B22 Graffiti,6,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B20 Property damage,B29 Other property damage offences,3,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,29,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,19,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,12,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,29,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B43 Steal from a retail store,17,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,11,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B40 Theft,B49 Other theft,86,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,17,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,1,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,15,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,B Property and deception offences,B50 Deception,B54 State false information,3,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,27,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,7,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,C Drug offences,C30 Drug use and possession,C31 Drug use,1,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,C Drug offences,C30 Drug use and possession,C32 Drug possession,88,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,23,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,19,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,4,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,3,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,21,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,23,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,8,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,2,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,3,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,12,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,5,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,8,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,51,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,4,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,34,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,9,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,6,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,1,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,2,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,5,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Northern Grampians,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,1,"11,559","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,16,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,10,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,13,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,5,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,23,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,3,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,4,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B10 Arson,B11 Cause damage by fire,2,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B20 Property damage,B21 Criminal damage,34,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B20 Property damage,B22 Graffiti,1,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,10,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,32,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,16,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,6,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B49 Other theft,29,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,13,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,2,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,C Drug offences,C30 Drug use and possession,C31 Drug use,1,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,C Drug offences,C30 Drug use and possession,C32 Drug possession,10,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,43,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,5,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,2,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,9,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,9,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,7,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,7,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,16,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,9,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,"6,806","5,946,505"
2015,4 Western,Northern Grampians,Yarriambiack,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,18,"6,806","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,36,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,36,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",26,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,42,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,29,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,138,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,3,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,5,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,15,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,11,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,6,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,7,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,12,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B10 Arson,B11 Cause damage by fire,10,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B10 Arson,B19 Other fire related offences,8,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B20 Property damage,B21 Criminal damage,262,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B20 Property damage,B22 Graffiti,7,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B20 Property damage,B29 Other property damage offences,3,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,8,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,67,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,57,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,27,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,134,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B43 Steal from a retail store,50,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,15,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,18,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B49 Other theft,137,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,6,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,34,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B50 Deception,B54 State false information,2,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,13,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,6,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,C Drug offences,C30 Drug use and possession,C31 Drug use,10,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,C Drug offences,C30 Drug use and possession,C32 Drug possession,98,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,27,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,24,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,47,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,20,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,8,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,4,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,20,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,27,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,3,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,35,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,7,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,3,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,115,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,19,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,74,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,5,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,1,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,1,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,3,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Glenelg,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,4,"19,235","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,27,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,20,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",10,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,42,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,12,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,67,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,5,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,8,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,9,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,3,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,4,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,15,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B10 Arson,B19 Other fire related offences,5,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B20 Property damage,B21 Criminal damage,116,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B20 Property damage,B22 Graffiti,5,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,35,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,29,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,23,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,66,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B40 Theft,B43 Steal from a retail store,23,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,3,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,32,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B40 Theft,B49 Other theft,99,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,6,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,47,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,B Property and deception offences,B50 Deception,B59 Other deception offences,6,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,8,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,2,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,C Drug offences,C30 Drug use and possession,C31 Drug use,5,"15,838","5,946,505"
